congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2,party_name,n_members,nominate_dim1_median,nominate_dim2_median,nominate_dim1_mean,nominate_dim2_mean,prob_nom,n_prob_nom
50,House,8384,23,11.0,MI,200,2.0,2.0,"SEYMOUR, Henry William",S000267,1834.0,1906.0,0.231,-0.42200000000000004,-41.3401,0.792,177.0,22.0,,0.22899999999999998,-0.436,Republican,154,0.39799999999999996,0.048,0.3946405228758171,0.046895424836601335,84.86440677966108,281.0
50,House,9182,23,8.0,MI,100,0.0,1.0,"TARSNEY, Timothy Edward",T000044,1849.0,1909.0,-0.256,-0.032,-57.477030000000006,0.665,141.0,24.0,,-0.28,0.244,Democrat,171,-0.379,-0.1825,-0.3702529411764705,-0.1956176470588236,72.80330882352939,320.0
50,House,10064,23,7.0,MI,100,0.0,1.0,"WHITING, Justin Rice",W000415,1847.0,1903.0,-0.32299999999999995,0.08199999999999999,-62.8353,0.6459999999999999,144.0,28.0,,-0.36200000000000004,-0.08,Democrat,171,-0.379,-0.1825,-0.3702529411764705,-0.1956176470588236,75.34852941176469,320.0
50,House,5672,33,2.0,MN,200,0.0,1.0,"LIND, John",L000319,1854.0,1930.0,0.08199999999999999,0.505,-85.19815,0.6559999999999999,202.0,35.0,,0.15,0.809,Republican,154,0.39799999999999996,0.048,0.3946405228758171,0.046895424836601335,69.88860294117646,320.0
50,House,5871,33,3.0,MN,100,0.0,1.0,"MacDONALD, John Lewis",M000003,1838.0,1903.0,-0.124,0.25,-67.3229,0.713,199.0,24.0,,-0.126,0.19699999999999998,Democrat,171,-0.379,-0.1825,-0.3702529411764705,-0.1956176470588236,70.24448529411767,320.0
50,House,6870,33,5.0,MN,200,0.0,1.0,"NELSON, Knute",N000040,1843.0,1923.0,0.259,0.057,-79.13556,0.6579999999999999,189.0,35.0,,0.134,0.321,Republican,154,0.39799999999999996,0.048,0.3946405228758171,0.046895424836601335,81.82592592592593,320.0
50,House,7852,33,4.0,MN,100,0.0,1.0,"RICE, Edmund",R000196,1819.0,1889.0,-0.174,-0.741,-80.68619,0.7040000000000001,230.0,32.0,,-0.174,-0.723,Democrat,171,-0.379,-0.1825,-0.3702529411764705,-0.1956176470588236,73.44227941176469,320.0
50,House,10255,33,1.0,MN,100,0.0,1.0,"WILSON, Thomas",W000614,1827.0,1910.0,-0.35100000000000003,0.025,-89.85786999999999,0.6409999999999999,202.0,45.0,,-0.35100000000000003,0.023,Democrat,171,-0.379,-0.1825,-0.3702529411764705,-0.1956176470588236,73.45808823529411,320.0
50,House,117,46,1.0,MS,100,0.0,1.0,"ALLEN, John Mills",A000134,1846.0,1917.0,-0.49200000000000005,0.23800000000000002,-56.51712,0.675,144.0,27.0,,-0.6,0.225,Democrat,171,-0.379,-0.1825,-0.3702529411764705,-0.1956176470588236,76.69963235294118,320.0
50,House,162,46,5.0,MS,100,0.0,1.0,"ANDERSON, Chapman Levy",A000183,1845.0,1924.0,-0.514,-0.083,-64.63933,0.718,195.0,29.0,,-0.519,0.023,Democrat,171,-0.379,-0.1825,-0.3702529411764705,-0.1956176470588236,76.92169117647059,320.0
50,House,474,46,4.0,MS,100,0.0,1.0,"BARRY, Frederick George",B000188,1845.0,1909.0,-0.426,0.145,-32.23625,0.715,96.0,16.0,,-0.568,-0.41100000000000003,Democrat,171,-0.379,-0.1825,-0.3702529411764705,-0.1956176470588236,78.63272058823532,320.0
